"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"200990590080";"20099059";"9";"autres"
"200990710010";"";"7";"d'une valeur n'excédant pas 30 € par 100 kg poids net"
"200990710020";"";"8";"Mélanges de jus d'agrumes et de jus d'ananas"
"200990710080";"20099071";"9";"d'une teneur en sucres d'addition excédant 30 % en poids"
"200990730080";"20099073";"9";"d'une teneur en sucres d'addition n'excédant pas 30 % en poids"
"200990790080";"20099079";"9";"ne contenant pas de sucres d'addition"
"200990920010";"";"8";"autres"
"200990920020";"";"9";"d'une teneur en sucres d'addition excédant 30 % en poids"
"200990920080";"20099092";"10";"Mélanges de jus de fruits tropicaux"
"200990940080";"20099094";"10";"autres"
"200990950010";"";"9";"d'une teneur en sucres d'addition n'excédant pas 30 % en poids"
"200990950080";"20099095";"10";"Mélanges de jus de fruits tropicaux"
"200990960080";"20099096";"10";"autres"
"200990970010";"";"9";"ne contenant pas de sucres d'addition"
"200990970080";"20099097";"10";"Mélanges de jus de fruits tropicaux"
"200990980080";"20099098";"10";"autres"
"210021000090";"21";"2";"CHAPITRE 21  PRÉPARATIONS ALIMENTAIRES DIVERSES"
"210100000080";"2101";"3";"Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de café, thé ou maté; chicorée torréfiée et autres succédanés torréfiés du café et leurs extraits, essences et concentrés"
"210111000010";"";"4";"Extraits, essences et concentrés de café et préparations à base de ces extraits, essences ou concentrés ou à base de café"
"210111000080";"21011100";"5";"Extraits, essences et concentrés"
"210112000080";"210112";"5";"Préparations à base d'extraits, essences ou concentrés ou à base de café"
"210112920080";"21011292";"6";"Préparations à base d'extraits, essences ou concentrés de café"
"210112980080";"21011298";"6";"autres"
"210120000080";"210120";"4";"Extraits, essences et concentrés de thé ou de maté et préparations à base de ces extraits, essences ou concentrés ou à base de thé ou de maté"
"210120200080";"21012020";"5";"Extraits, essences et concentrés"
"210120920010";"";"5";"Préparations"
"210120920080";"21012092";"6";"à base d'extraits, essences ou concentrés de thé ou de maté"
"210120980080";"21012098";"6";"autres"
"210130000080";"210130";"4";"Chicorée torréfiée et autres succédanés torréfiés du café et leurs extraits, essences et concentrés"
"210130110010";"";"5";"Chicorée torréfiée et autres succédanés torréfiés du café"
"210130110080";"21013011";"6";"Chicorée torréfiée"
"210130190080";"21013019";"6";"autres"
"210130910010";"";"5";"Extraits, essences et concentrés de chicorée torréfiée et d'autres succédanés torréfiés du café"
"210130910080";"21013091";"6";"de chicorée torréfiée"
"210130990080";"21013099";"6";"autres"
"210200000080";"2102";"3";"Levures (vivantes ou mortes); autres microorganismes monocellulaires morts (à l'exclusion des vaccins du no 3002); poudres à lever préparées"
"210210000080";"210210";"4";"Levures vivantes"
"210210100080";"21021010";"5";"Levures mères sélectionnées (levures de culture)"
"210210310010";"";"5";"Levures de panification"
"210210310080";"21021031";"6";"séchées"
"210210390080";"21021039";"6";"autres"
"210210900080";"21021090";"5";"autres"
"210220000080";"210220";"4";" Levures mortes; autres microorganismes monocellulaires morts"
"210220110010";"";"5";"Levures mortes"
"210220110080";"21022011";"6";"en tablettes, cubes ou présentations similaires, ou bien en emballages immédiats d'un contenu net n'excédant pas 1 kg"
"210220190080";"21022019";"6";"autres"
"210220900080";"21022090";"5";"autres"
"210230000080";"21023000";"4";"Poudres à lever préparées"
"210300000080";"2103";"3";"Préparations pour sauces et sauces préparées; condiments et assaisonnements, composés; farine de moutarde et moutarde préparée"
"210310000080";"21031000";"4";"Sauce de soja"
"210320000080";"21032000";"4";"Tomato ketchup et autres sauces tomates"
"210330000080";"210330";"4";"Farine de moutarde et moutarde préparée"
"210330100080";"21033010";"5";"Farine de moutarde"
"210330900080";"21033090";"5";"Moutarde préparée"
"210390000080";"210390";"4";"autres"
"210390100080";"21039010";"5";"Chutney de mangue liquide"
"210390300080";"21039030";"5";"Amers aromatiques, d'un titre alcoométrique volumique égal ou supérieur à 44,2 % vol et n'excédant pas 49,2 % vol et contenant de 1,5 % à 6 % en poids de gentiane, d'épices et ingrédients divers, de 4 % à 10 % de sucre et présentés en récipients d'une contenance n'excédant pas 0,50 l"
"210390900080";"21039090";"5";"autres"
"210400000080";"2104";"3";"Préparations pour soupes, potages ou bouillons; soupes, potages ou bouillons préparés; préparations alimentaires composites homogénéisées"
"210410000080";"21041000";"4";" Préparations pour soupes, potages ou bouillons; soupes, potages ou bouillons préparés"
"210420000080";"21042000";"4";"Préparations alimentaires composites homogénéisées"
"210500000080";"210500";"3";"Glaces de consommation, même contenant du cacao"
"210500100080";"21050010";"4";"ne contenant pas ou contenant en poids moins de 3 % de matières grasses provenant du lait"
"210500910010";"";"4";"d'une teneur en poids de matières grasses provenant du lait"
"210500910080";"21050091";"5";"égale ou supérieure à 3 % mais inférieure à 7 %"
"210500990080";"21050099";"5";"égale ou supérieure à 7 %"
"210600000080";"2106";"3";"Préparations alimentaires non dénommées ni comprises ailleurs"
"210610000080";"210610";"4";"Concentrats de protéines et substances protéiques texturées"
"210610200080";"21061020";"5";"ne contenant pas de matières grasses provenant du lait, de saccharose, d'isoglucose, de glucose, d'amidon ou de fécule ou contenant en poids moins de 1,5 % de matières grasses provenant du lait, moins de 5 % de saccharose ou d'isoglucose, moins de 5 % de glucose ou d'amidon ou de fécule"
"210610800080";"21061080";"5";"autres"
"210690000080";"210690";"4";"autres"
"210690200080";"21069020";"5";"Préparations alcooliques composées, autres que celles à base de substances odoriférantes, des types utilisés pour la fabrication de boissons"
"210690300010";"";"5";"Sirops de sucre, aromatisés ou additionnés de colorants"
"210690300080";"21069030";"6";"d'isoglucose"
"210690510010";"";"6";"autres"
"210690510080";"21069051";"7";"de lactose"
"210690550080";"21069055";"7";"de glucose ou de maltodextrine"
"210690590080";"21069059";"7";"autres"
"210690920010";"";"5";"autres"
"210690920080";"21069092";"6";"ne contenant pas de matières grasses provenant du lait, de saccharose, d'isoglucose, de glucose, d'amidon ou de fécule ou contenant en poids moins de 1,5 % de matières grasses provenant du lait, moins de 5 % de saccharose ou d'isoglucose, moins de 5 % de glucose ou d'amidon ou de fécule"
"210690980080";"21069098";"6";"autres"
"220021000090";"22";"2";"CHAPITRE 22  BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES"
"220100000080";"2201";"3";"Eaux, y compris les eaux minérales naturelles ou artificielles et les eaux gazéifiées, non additionnées de sucre ou d'autres édulcorants ni aromatisées; glace et neige"
"220110000080";"220110";"4";"Eaux minérales et eaux gazéifiées"
"220110110010";"";"5";"Eaux minérales naturelles"
"220110110080";"22011011";"6";"sans dioxyde de carbone"
"220110190080";"22011019";"6";"autres"
"220110900080";"22011090";"5";"autres"
"220190000080";"22019000";"4";"autres"
"220200000080";"2202";"3";"Eaux, y compris les eaux minérales et les eaux gazéifiées, additionnées de sucre ou d'autres édulcorants ou aromatisées, et autres boissons non alcooliques, à l'exclusion des jus de fruits ou de légumes du no 2009"
"220210000080";"22021000";"4";"Eaux, y compris les eaux minérales et les eaux gazéifiées, additionnées de sucre ou d'autres édulcorants ou aromatisées"
"220291000010";"";"4";"autres"
"220291000080";"22029100";"5";"Bière sans alcool"
"220299000080";"220299";"5";"autres"
"220299110010";"";"6";"ne contenant pas de produits des nos 0401 à 0404 ou de matières grasses provenant des produits des nos 0401 à 0404"
"220299110080";"22029911";"7";"Boissons à base de soja d'une teneur en poids de protéines égale ou supérieure à 2,8 %"
"220299150080";"22029915";"7";" Boissons à base de soja d'une teneur en poids de protéines inférieure à 2,8 %; boissons à base de fruits à coques du chapitre 8, de céréales du chapitre 10 ou de graines du chapitre 12"
"220299190080";"22029919";"7";"autres"
"220299910010";"";"6";"autres, d'une teneur en poids de matières grasses provenant des produits des nos 0401 à 0404"
"220299910080";"22029991";"7";"inférieure à 0,2 %"
"220299950080";"22029995";"7";"égale ou supérieure à 0,2 % et inférieure à 2 %"
"220299990080";"22029999";"7";"égale ou supérieure à 2 %"
"220300000080";"220300";"3";"Bières de malt"
"220300010010";"";"4";"en récipients d'une contenance n'excédant pas 10 l"
"220300010080";"22030001";"5";"présentées dans des bouteilles"
"220300090080";"22030009";"5";"autres"
"220300100080";"22030010";"4";"en récipients d'une contenance excédant 10 l"
"220400000080";"2204";"3";"Vins de raisins frais, y compris les vins enrichis en alcool; moûts de raisin, autres que ceux du no 2009"
"220410000080";"220410";"4";"Vins mousseux"
"220410110010";"";"5";"Vins avec appellation d'origine protégée (AOP)"
"220410110080";"22041011";"6";"Champagne"
"220410130080";"22041013";"6";"Cava"
"220410150080";"22041015";"6";"Prosecco"
"220410910080";"22041091";"6";"Asti spumante"
"220410930080";"22041093";"6";"autres"
"220410940080";"22041094";"5";"Vins avec indication géographique protégée (IGP)"
"220410960080";"22041096";"5";"autres vins de cépages"
"220410980080";"22041098";"5";"autres"
"220421000010";"";"4";" autres vins; moûts de raisin dont la fermentation a été empêchée ou arrêtée par addition d'alcool"
"220421000080";"220421";"5";"en récipients d'une contenance n'excédant pas 2 l"
"220421060010";"";"6";" Vins, autres que ceux visés à la sousposition 220410, présentés dans des bouteilles fermées par un bouchon « champignon » maintenu à l'aide d'attaches ou de liens; vins autrement présentés ayant, à la température de 20° C, une surpression due à l'anhydride carbonique en solution, non inférieure à 1 bar et inférieure à 3 bars"
"220421060080";"22042106";"7";"Vins avec appellation d'origine protégée (AOP)"
"220421070080";"22042107";"7";"Vins avec indication géographique protégée (IGP)"
"220421080080";"22042108";"7";"autres vins de cépages"
"220421090080";"22042109";"7";"autres"
"220421110010";"";"6";"autres"
"220421110020";"";"7";"produits dans l'Union européenne"
"220421110030";"";"8";"ayant un titre alcoométrique volumique acquis n'excédant pas 15 % vol"
"220421110040";"";"9";"Vins avec appellation d'origine protégée (AOP)"
"220421110050";"";"10";"Vins blancs"
"220421110080";"22042111";"11";"Alsace"
"220421120080";"22042112";"11";"Bordeaux"
"220421130080";"22042113";"11";"Bourgogne"
"220421170080";"22042117";"11";"Val de Loire"
"220421180080";"22042118";"11";"Mosel"
"220421190080";"22042119";"11";"Pfalz (Palatinat)"
"220421220080";"22042122";"11";"Rheinhessen (Hesse rhénane)"
"220421230080";"22042123";"11";"Tokaj"
"220421240080";"22042124";"11";"Lazio (Latium)"
"220421260080";"22042126";"11";"Toscana (Toscane)"
"220421270080";"22042127";"11";"Trentino (Trentin), Alto Adige (HautAdige) et Friuli (Frioul)"
"220421280080";"22042128";"11";"Veneto (Vénétie)"
"220421310080";"22042131";"11";"Sicilia"
"220421320080";"22042132";"11";"Vinho Verde"
"220421340080";"22042134";"11";"Penedés"
"220421360080";"22042136";"11";"Rioja"
"220421370080";"22042137";"11";"Valencia"
"220421380080";"22042138";"11";"autres"
"220421420010";"";"10";"autres"
"220421420080";"22042142";"11";"Bordeaux"
"220421430080";"22042143";"11";"Bourgogne"
"220421440080";"22042144";"11";"Beaujolais"
"220421460080";"22042146";"11";"Vallée du Rhône"
"220421470080";"22042147";"11";"LanguedocRoussillon"
"220421480080";"22042148";"11";"Val de Loire"
"220421610080";"22042161";"11";"Sicilia"
"220421620080";"22042162";"11";"Piemonte (Piémont)"
"220421660080";"22042166";"11";"Toscana (Toscane)"
"220421670080";"22042167";"11";"Trentino (Trentin) et Alto Adige (HautAdige)"
"220421680080";"22042168";"11";"Veneto (Vénétie)"
"220421690080";"22042169";"11";"Dão, Bairrada et Douro"
"220421710080";"22042171";"11";"Navarra"
"220421740080";"22042174";"11";"Penedés"
"220421760080";"22042176";"11";"Rioja"
"220421770080";"22042177";"11";"Valdepeñas"
"220421780080";"22042178";"11";"autres"
"220421790010";"";"9";"Vins avec indication géographique protégée (IGP)"
"220421790080";"22042179";"10";"Vins blancs"
"220421800080";"22042180";"10";"autres"
"220421810010";"";"9";"autres vins de cépages"
"220421810080";"22042181";"10";"Vins blancs"
"220421820080";"22042182";"10";"autres"
"220421830010";"";"9";"autres"
"220421830080";"22042183";"10";"Vins blancs"
"220421840080";"22042184";"10";"autres"
"220421850010";"";"8";"ayant un titre alcoométrique volumique acquis excédant 15 % vol"
"220421850020";"";"9";"Vins avec appellation d'origine protégée (AOP) ou avec indication géographique protégée (IGP)"
"220421850080";"22042185";"10";"Vin de Madère et moscatel de Setúbal"
"220421860080";"22042186";"10";"Vin de Xérès"
"220421870080";"22042187";"10";"Vin de Marsala"
"220421880080";"22042188";"10";"Vin de Samos et muscat de Lemnos"
"220421890080";"22042189";"10";"Vin de Porto"
"220421900080";"22042190";"10";"autres"
"220421910080";"22042191";"9";"autres"
"220421930010";"";"7";"autres"
"220421930020";"";"8";"Vins avec appellation d'origine protégée (AOP) ou avec indication géographique protégée (IGP)"
"220421930080";"22042193";"9";"Vins blancs"
"220421940080";"22042194";"9";"autres"
"220421950010";"";"8";"autres vins de cépages"
"220421950080";"22042195";"9";"Vins blancs"
"220421960080";"22042196";"9";"autres"
"220421970010";"";"8";"autres"
"220421970080";"22042197";"9";"Vins blancs"
"220421980080";"22042198";"9";"autres"
"220422000080";"220422";"5";"En récipients d’une contenance excédant 2 l mais n’excédant pas 10 l"
"220422100080";"22042210";"6";" Vins, autres que ceux visés à la sousposition 220410, présentés dans des bouteilles fermées par un bouchon « champignon » maintenu à l'aide d'attaches ou de liens; vins autrement présentés ayant, à la température de 20 degrés Celsius, une surpression due à l'anhydride carbonique en solution, non inférieure à 1 bar et inférieure à 3 bars"
"220422220010";"";"6";"autres"
"220422220020";"";"7";"produits dans l'Union européenne"
"220422220030";"";"8";"ayant un titre alcoométrique volumique acquis n'excédant pas 15 % vol"
"220422220040";"";"9";"Vins avec appellation d'origine protégée (AOP)"
"220422220080";"22042222";"10";"Bordeaux"
"220422230080";"22042223";"10";"Bourgogne"
"220422240080";"22042224";"10";"Beaujolais"
"220422260080";"22042226";"10";"Vallée du Rhône"
"220422270080";"22042227";"10";"LanguedocRoussillon"
"220422280080";"22042228";"10";"Val de Loire"
"220422320080";"22042232";"10";"Piemonte (Piémont)"
"220422330080";"22042233";"10";"Tokaj"
"220422380010";"";"10";"autres"
"220422380080";"22042238";"11";"Vins blancs"
"220422780080";"22042278";"11";"autres"
"220422790010";"";"9";"Vins avec indication géographique protégée (IGP)"
"220422790080";"22042279";"10";"Vins blancs"
"220422800080";"22042280";"10";"autres"
"220422810010";"";"9";"autres vins de cépages"
"220422810080";"22042281";"10";"Vins blancs"
